uid,register_date,first_order_date,gender,city,province,country,order_count,total_amount,last_order_date
42907,2017-11-20,2017-11-20,男,上海,上海,CN,8,10549,2019-01-24
49093,2014-02-07,2014-02-15,女,上海,上海,CN,7,11853,2019-02-05
59050,2017-04-15,2017-04-15,男,FESTAC LAGOS STATE,LAGOS STATE,NG,5,12443,2018-04-30
2276,2010-08-18,2010-12-21,男,北京,北京,CN,6,8847,2019-02-27
62584,2011-08-22,2011-08-22,女,长春,吉林,CN,5,10282,2019-01-29
53885,2013-11-03,2013-11-03,男,哈尔滨,黑龙江,CN,11,14717,2018-09-19
57212,2013-04-14,2013-09-14,男,广州,广东,CN,10,13408,2018-07-26
41370,2017-05-10,2017-06-04,男,深圳,广东,CN,16,10574,2018-10-08
19765,2016-09-11,2016-09-11,女,延吉,吉林,CN,14,12465,2019-01-25
9046,2015-11-25,2017-07-04,男,广州,广东,CN,9,12614,2018-10-06
46848,2017-07-25,2017-08-08,男,上海,上海,CN,7,10375,2018-12-12
40736,2015-05-23,2015-12-06,男,广州,广东,CN,12,11538,2019-02-19
19783,2017-01-14,2017-02-08,男,成都,四川,CN,11,17175,2018-12-06
6159,2017-01-14,2017-01-14,男,北京,北京,CN,12,13023,2019-02-28
39195,2013-05-09,2017-12-15,女,沈阳,辽宁,CN,5,10275,2018-12-22
56721,2012-10-05,2012-10-05,男,广州,广东,CN,7,15736,2018-11-19
49847,2016-08-04,2016-08-04,男,沈阳,辽宁,CN,9,11966,2019-03-23
42911,2017-08-20,2017-08-20,男,北京,北京,CN,8,9218,2018-11-08
34304,2018-01-20,2018-01-20,男,SUWON,Gyung gi-Do,KR,9,13155,2018-11-09
59911,2016-11-21,2016-11-21,男,广州,广东,CN,11,12488,2018-09-25
19370,2012-05-19,2012-10-13,男,上海市,上海,CN,11,11067,2018-09-27
3606,2013-08-20,2014-07-13,男,上海,上海,CN,11,11536,2019-03-05
861,2011-10-01,2013-12-04,男,厦门,福建,CN,14,11400,2019-01-14
37595,2016-09-08,2016-10-08,男,广州,广东,CN,12,15894,2019-01-29
17027,2016-11-15,2017-02-12,男,KAKAMGAHARA,GIFU PREFECTURE,JP,8,10489,2018-08-26
58524,2015-04-14,2015-06-21,男,上海,上海,CN,8,11976,2019-02-04
62139,2018-01-01,2018-04-13,女,哈尔滨,黑龙江,CN,8,15623,2018-11-04
45044,2016-11-09,2018-04-22,女,,,HK,10,19910,2019-01-14
11248,2010-07-19,2010-11-29,男,广州,广东,CN,6,9177,2019-02-17
46811,2017-05-29,2017-06-08,男,西安,陕西省,CN,9,12376,2018-11-24
29683,2012-12-16,2012-12-16,女,武汉,湖北,CN,10,10275,2019-03-02
57645,2014-02-16,2014-02-16,男,珠海,广东,CN,11,13967,2019-03-31
7871,2016-05-17,2016-05-22,女,沈阳市,辽宁省,CN,3,11269,2019-03-02
23449,2016-06-10,2016-06-10,男,北京,北京,CN,20,12140,2018-10-06
39545,2014-07-03,2014-07-03,男,深圳,广东,CN,7,16285,2018-09-17
18186,2015-05-10,2017-06-14,男,广州,广东,CN,9,13833,2019-02-23
23927,2017-12-25,2017-12-25,男,梅州,广东,CN,8,9504,2018-07-03
57327,2013-05-30,2013-06-04,男,香港,香港,CN,7,11748,2018-12-03
6502,2017-07-06,2017-07-06,男,大连,辽宁,CN,10,11860,2018-12-18
60184,2017-01-05,2017-03-16,男,广州,广东,CN,13,11420,2019-03-16
33251,2017-08-02,2017-08-02,男,南京市,江苏省,CN,7,11570,2018-09-15
37738,2017-06-10,2017-06-20,男,长沙,湖南,CN,6,9573,2018-11-19
46698,2017-01-03,2017-04-22,男,北京,北京,CN,6,12727,2018-11-29
58360,2015-04-19,2015-04-19,男,海口,海南,CN,12,11943,2019-02-17
49491,2014-12-13,2014-12-13,男,深圳,广东,CN,8,10907,2019-03-24
27441,2017-06-19,2017-08-10,男,汕头,广东,CN,7,10453,2019-03-29
2833,2012-11-07,2014-07-25,男,佛山,广东,CN,6,11802,2019-01-29
60208,2016-10-29,2016-10-29,男,天津,天津,CN,16,10454,2019-03-13
48351,2013-06-07,2015-09-06,女,昆明,云南,CN,10,11185,2018-09-28
56175,2010-03-14,2010-04-11,女,广州市,广东,CN,10,14232,2019-02-09
1578,2016-10-14,2016-11-09,女,增城,广东,CN,7,14830,2019-03-04
15641,2017-05-25,2017-05-25,男,北京,北京,CN,7,10137,2019-02-20
60083,2016-12-29,2017-04-16,男,成都,四川,CN,10,8807,2018-07-30
35431,2010-11-27,2010-11-27,男,长春,吉林,CN,7,9665,2018-09-30
52433,2018-02-07,2018-02-07,男,长沙,湖南,CN,7,8852,2018-09-27
53275,2016-09-09,2016-09-09,男,北京,北京,CN,12,10108,2018-11-10
24064,2016-10-24,2016-10-24,男,上海,上海,CN,10,13436,2018-12-17
32556,2017-06-08,2017-06-08,男,上海,上海,CN,9,9093,2018-09-18
6113,2016-11-23,2016-11-23,女,广州,广东,CN,9,12292,2018-10-08
13514,2015-07-28,2015-07-28,男,北京,北京,CN,7,11847,2018-11-08
9144,2016-01-14,2017-03-08,女,广州,广东,CN,10,11290,2018-12-05
37601,2016-10-06,2016-10-22,男,深圳,广东,CN,7,9620,2018-04-28
42039,2017-01-17,2017-01-24,男,广东,广东,CN,33,12440,2018-12-15
16396,2018-01-03,2018-03-01,女,宁波,浙江,CN,11,13529,2019-03-25
6720,2017-08-24,2017-08-24,男,台北,台湾,CN,4,10402,2018-08-05
1105,2012-03-05,2012-09-08,女,广州,广东,CN,11,13815,2018-10-05
42388,2017-05-18,2017-05-18,男,北京,北京,CN,7,9994,2018-11-05
6346,2017-03-29,2017-11-28,男,kunshan,江苏,CN,12,14131,2018-11-05
38164,2010-05-17,2010-08-27,男,,,CN,9,18785,2019-02-24
48604,2015-03-24,2016-01-12,女,大连,辽宁,CN,14,13234,2019-01-18
48867,2015-06-11,2015-11-05,男,上海,上海,CN,6,10396,2018-06-21
25876,2014-07-11,2014-08-03,男,北京,北京,CN,8,9540,2018-05-11
40604,2017-05-26,2017-07-30,男,晋江,福建,CN,9,12548,2018-10-28
51220,2016-12-10,2017-04-19,女,长春,吉林,CN,8,13614,2018-10-25
14613,2016-10-20,2017-04-21,男,上海,上海,CN,8,10602,2019-03-07
19196,2012-01-03,2012-08-28,男,北京,北京,CN,9,9556,2018-11-26
25985,2015-09-28,2016-03-30,女,沈阳市,辽宁省,CN,8,11374,2018-10-28
48678,2015-09-27,2015-11-16,男,呼和浩特,内蒙古,CN,5,9689,2019-01-31
45895,2011-09-29,2016-08-07,男,北京,北京,CN,8,16071,2019-03-06
34660,2014-06-13,2014-07-21,男,Gangdong-gu,SEOUL,KR,22,13315,2019-01-18
46249,2012-04-25,2012-06-24,女,桂林,广西,CN,11,14072,2019-02-20
12114,2013-04-26,2013-04-26,男,北京,北京,CN,7,10586,2018-12-16
49179,2015-03-06,2016-01-29,女,北京,北京,CN,7,8928,2018-08-27
53445,2016-08-01,2016-08-01,女,成都市,四川,CN,4,11844,2018-07-18
52058,2017-12-01,2018-04-24,女,乌鲁木齐,新疆,CN,4,14142,2018-09-22
32870,2018-01-29,2018-02-09,男,杭州,浙江,CN,10,11400,2018-10-24
15066,2017-09-24,2017-09-24,男,重庆,.,CN,8,11415,2018-11-04
42497,2017-03-24,2017-03-24,男,上海,上海,CN,8,10994,2018-08-19
27793,2011-06-07,2012-08-25,女,上海,上海,CN,10,14159,2019-01-11
50926,2017-03-12,2017-09-26,男,广州,广东,CN,6,11943,2019-01-30
21058,2013-03-20,2013-03-20,男,佛山,广东,CN,9,15903,2018-12-14
54017,2012-11-21,2012-11-21,男,乌鲁木齐,新疆,CN,6,12268,2019-03-10
9477,2013-11-28,2013-11-28,男,沈阳市,辽宁,CN,8,10372,2019-02-18
30334,2013-06-17,2014-03-13,男,上海,上海,CN,8,10472,2019-03-26
101,2015-11-17,2015-12-26,男,顺德,广东,CN,11,15653,2019-03-26
2659,2012-09-30,2012-12-26,男,花都,广东,CN,11,10019,2019-02-10
14566,2017-01-19,2017-03-02,男,大连,辽宁,CN,9,10286,2019-03-31
58138,2015-10-14,2015-10-14,男,,,PH,8,11096,2018-12-04
29944,2012-11-24,2013-03-27,男,广州,广东,CN,8,14551,2018-12-10
2093,2010-03-12,2010-05-06,女,广州,广东,CN,14,8754,2019-02-16
14047,2016-08-05,2016-08-05,男,武汉,武汉,CN,22,12419,2018-06-15
40028,2014-09-23,2015-07-14,男,北京,北京,CN,10,11458,2018-12-21
39969,2014-09-07,2014-09-07,男,上海市,,CN,19,15338,2019-03-27
1376,2015-03-17,2015-06-21,男,深圳市,广东,CN,10,12469,2019-03-14
26822,2013-11-20,2013-11-20,男,沈阳市,辽宁省,CN,9,10281,2018-06-14
20186,2010-01-28,2010-02-26,男,,,HK,16,15922,2018-08-21
4909,2015-09-10,2015-09-10,女,广州,广东,CN,8,13037,2019-03-28
32442,2016-06-04,2016-06-11,男,怀化,湖南,CN,28,11222,2018-10-14
10774,2017-09-22,2017-11-15,男,Kajang,Selangor,MY,9,9235,2018-10-19
7451,2018-03-28,2018-03-28,女,库尔勒,新疆,CN,12,11402,2019-03-08
33933,2017-09-25,2017-09-25,男,上海,上海,CN,7,12643,2018-05-06
62597,2012-09-16,2012-09-19,男,大连,辽宁省,CN,15,9931,2018-11-28
40601,2015-09-27,2015-10-05,男,上海,,CN,7,5517,2019-01-02
14358,2016-06-02,2016-09-04,女,深圳,广东,CN,9,12058,2019-01-04
17962,2012-10-10,2012-10-10,男,哈尔滨,黑龙江,CN,5,12650,2018-04-27
9654,2011-05-11,2014-01-08,男,六盘水,贵州,CN,10,13790,2018-10-07
12001,2013-05-27,2013-05-27,男,长沙,湖南,CN,7,10221,2018-06-07
14439,2017-10-20,2017-12-16,男,义乌,浙江,CN,10,14738,2018-12-11
11067,2010-03-04,2010-04-02,男,顺德,广东,CN,7,13349,2018-10-31
29236,2010-07-02,2011-04-14,男,,,CN,11,13729,2018-08-14
41714,2017-09-10,2017-09-10,男,北京,北京,CN,9,13023,2019-02-23
62132,2015-06-20,2015-06-20,男,大连,辽宁,CN,8,9807,2018-12-21
6833,2017-08-15,2017-08-19,女,广州,广东,CN,10,15096,2019-02-27
8310,2015-11-27,2015-11-27,男,上海市,.,CN,7,10512,2018-10-06
27776,2011-06-12,2011-08-02,男,浏阳,湖南,CN,12,11887,2019-03-26
6562,2017-07-10,2017-07-10,男,沈阳,辽宁,CN,8,12787,2018-04-11
47042,2018-03-21,2018-03-26,男,广州市,广东,CN,9,10738,2019-01-17
37533,2016-03-21,2016-04-21,男,广州,广东,CN,10,13445,2018-10-24
14363,2016-08-31,2016-08-31,男,北京,北京,CN,7,11118,2018-12-02
25018,2017-11-03,2017-11-05,男,上海,上海,CN,9,13160,2018-09-27
28884,2017-12-04,2017-12-15,男,上海,上海,CN,13,11155,2018-10-24
60832,2018-01-14,2018-02-03,男,大连,辽宁,CN,11,10685,2019-02-07
25981,2016-01-08,2016-06-20,男,上海,上海,CN,8,11307,2018-10-10
55033,2011-11-29,2012-02-05,男,株州,湖南,CN,11,12050,2019-03-17
6169,2016-12-17,2016-12-17,女,北京,北京,CN,6,9590,2018-09-11
53376,2015-12-24,2016-01-01,女,乌鲁木齐,新疆,CN,4,11320,2019-02-01
47280,2010-06-17,2010-12-11,女,深圳,广东,CN,5,12625,2018-09-12
22018,2015-09-03,2015-09-03,男,洛阳,河南,CN,12,10060,2018-10-05
38436,2012-04-23,2012-07-23,男,广州,广东,CN,20,14253,2018-12-05
43601,2018-02-10,2018-08-05,男,大庆,黑龙江,CN,6,9087,2019-01-31
12305,2013-05-08,2013-05-08,男,广州,广东,CN,9,13704,2018-09-15
25790,2016-08-23,2016-08-23,男,绥华,黑龙江,CN,9,9797,2019-01-05
49411,2015-01-09,2015-04-07,女,广州,广东,CN,8,10181,2019-02-10
24661,2017-06-07,2017-08-28,男,上海市,上海,CN,12,11729,2018-11-09
30581,2013-11-09,2014-11-08,男,上海,上海,CN,10,11200,2018-04-14
58381,2014-12-14,2015-02-20,男,北京,,CN,11,11057,2019-02-21
53237,2016-07-19,2016-12-28,男,南京,江苏,CN,11,12470,2018-12-13
35352,2016-04-13,2016-04-13,男,广州,广东,CN,9,12982,2019-01-16
3080,2013-03-02,2013-05-31,男,佛山市,广东,CN,11,15150,2019-02-25
40799,2015-11-11,2016-08-23,男,北京,北京,CN,8,10695,2018-11-18
24670,2017-09-14,2017-11-04,女,广州,广东,CN,10,17841,2019-02-19
29293,2010-08-16,2010-10-16,男,　,　,HK,9,11769,2019-02-18
36085,2015-11-17,2016-03-31,男,广州,广东,CN,11,14818,2018-09-01
32281,2017-08-16,2017-08-16,女,Seongdong-gu,Seoul,KR,12,11148,2018-11-14
9019,2015-09-09,2017-04-14,男,上海,上海,CN,6,9094,2018-08-13
23508,2016-11-29,2016-11-29,女,Dongdaemun-gu,Seoul,KR,7,12612,2018-07-14
44357,2015-03-23,2015-05-05,男,琼海,海南,CN,5,6837,2019-01-16
8507,2010-09-01,2010-09-01,男,抚顺,辽宁,CN,9,13485,2018-12-13
38484,2012-07-09,2012-07-09,男,深圳,广东,CN,3,5456,2018-12-19
6092,2016-11-04,2016-11-04,男,苏州,江苏,CN,9,15318,2019-03-25
13892,2015-10-22,2015-10-22,女,辽阳,辽宁,CN,8,12109,2018-10-12
4482,2016-02-15,2016-02-15,男,广州,广东,CN,11,15294,2019-01-06
8018,2017-05-23,2017-05-26,女,沈阳市,辽宁省,CN,8,10882,2019-03-23
46312,2012-08-13,2012-08-14,男,广州,广东,CN,8,9342,2018-12-21
22985,2016-01-11,2016-01-11,男,北京市,北京市,CN,7,9669,2019-03-19
15650,2017-06-27,2017-11-09,男,郑州,河南,CN,10,7986,2018-12-09
43565,2018-03-28,2018-03-28,女,北京,北京,CN,10,9484,2019-03-20
43341,2017-01-14,2018-01-15,女,乌鲁木齐,新疆,CN,4,15344,2018-12-07
3752,2015-01-14,2015-01-14,女,广州,广东,CN,15,13508,2019-03-26
21458,2017-05-21,2017-05-21,女,上海,上海,CN,10,12836,2018-12-30
8238,2014-10-18,2014-10-23,男,上海,上海,CN,6,10260,2019-02-10
56508,2013-03-05,2013-03-05,男,,,TW,14,14195,2019-03-01
47226,2010-04-27,2010-05-15,男,广州,广东,CN,11,12566,2018-10-31
19418,2012-11-13,2012-11-17,男,广州,广东,CN,3,5656,2019-03-28
54945,2011-09-15,2012-08-30,女,番禺,广东,CN,7,11692,2019-03-08
44463,2016-08-23,2016-08-23,男,.,北京,CN,8,11079,2019-03-14
2027,2009-12-10,2010-02-09,男,广州市,广东,CN,14,12805,2018-08-19
12985,2015-10-06,2015-10-06,男,广州,广东,CN,5,11924,2018-12-26
56590,2012-05-19,2017-07-09,男,长春,吉林,CN,10,8905,2018-04-06
4905,2016-06-02,2018-09-14,男,杭州,浙江,CN,5,5764,2019-03-07
9312,2017-03-29,2018-04-14,男,深圳,广东,CN,5,10802,2018-06-29
45225,2016-01-15,2020-04-02,女,郑州,河南,CN,8,14245,2019-03-24
11218,2010-07-03,2010-07-25,男,,,CN,7,13549,2018-12-13
50771,2016-12-17,2016-12-17,男,上海,-,CN,6,8275,2018-07-11
24868,2017-07-25,2017-07-25,男,乌鲁木齐,新疆,CN,10,10360,2019-03-01
27185,2015-11-29,2015-12-06,女,广州,广东,CN,8,11045,2018-08-23
26698,2011-10-19,2011-10-19,男,鞍山,辽宁,CN,12,18164,2018-07-02
11662,2012-09-23,2012-10-15,男,台北,台湾,TW,4,5498,2018-10-17
53422,2016-08-19,2016-08-19,男,无锡,江苏,CN,10,10988,2019-03-25
56681,2012-12-04,2013-01-18,男,广州,广东,CN,8,13966,2018-07-26
44210,2017-12-03,2017-12-03,女,青岛,山东,CN,9,9831,2018-11-07
9485,2015-04-29,2015-04-29,男,天津,,CN,4,10688,2018-10-18
42975,2017-08-21,2017-09-20,男,顺德,广东,CN,13,14260,2019-03-01
34971,2017-05-12,2017-05-12,男,广州,广东,CN,8,11939,2019-03-26
51831,2017-08-15,2017-08-15,男,长春市,吉林省,CN,8,15010,2018-12-16
14178,2016-06-22,2016-06-22,男,中山,广东,CN,7,9564,2018-11-15
49408,2016-01-21,2016-03-12,男,唐山,河北,CN,7,10729,2019-03-15
34754,2015-11-09,2015-11-09,男,OHNO,FUKUI,JP,8,12647,2019-01-12
59557,2016-05-23,2017-11-12,男,广州,广东,CN,6,10803,2019-02-02
14882,2017-04-12,2017-04-12,女,广州,广东,CN,8,12155,2019-02-09
7413,2018-02-16,2018-02-16,女,广州,广东,CN,6,11388,2018-09-29
52897,2016-07-04,2016-12-21,男,北京市,北京,CN,8,9507,2019-01-09
25066,2017-10-12,2017-11-08,女,长沙市,湖南,CN,17,12020,2019-02-23
55713,2016-12-11,2017-08-27,男,南通,江苏,CN,8,11235,2018-09-17
16588,2018-03-26,2018-03-26,男,北京,北京,CN,12,10541,2019-03-13
3221,2013-08-03,2013-08-06,男,北京,北京,CN,3,5573,2019-02-16
40627,2015-05-09,2015-06-11,男,北京,北京,CN,9,9621,2018-09-17
62086,2015-03-02,2015-03-02,男,大庆,黑龙江,CN,8,10915,2018-10-15
62270,2015-04-28,2015-05-11,男,乌鲁木齐,新疆,CN,5,13544,2019-03-21
18093,2013-03-17,2013-03-17,男,乌鲁木齐,新疆,CN,6,14771,2018-11-07
29883,2013-01-15,2013-01-26,男,上海,上海,CN,8,14508,2019-02-15
47678,2012-09-01,2012-09-01,男,吹田,大阪府,JP,8,9958,2018-04-19
10029,2012-02-28,2016-01-04,男,海口,海南,CN,15,13015,2018-12-08
8735,2010-09-22,2012-04-13,男,哈尔滨,黑龙江,CN,11,17030,2019-01-03
38921,2013-03-22,2013-03-22,男,上海,上海,CN,8,10177,2019-03-27
61025,2017-10-15,2018-10-21,男,潮州,广东,CN,7,12786,2018-12-09
6799,2017-08-16,2017-08-16,男,北京,北京,CN,5,10190,2018-08-30
3480,2014-10-31,2014-11-29,男,,,CN,11,10832,2018-09-13
27431,2017-06-04,2017-07-16,男,广州,广东,CN,11,13457,2019-03-18
6160,2017-01-12,2017-01-12,男,北京,北京,CN,8,8250,2018-09-06
46779,2017-04-20,2017-05-28,男,北京,北京,CN,7,13967,2018-07-01
28057,2011-12-12,2012-05-20,女,上海,上海,CN,7,9859,2019-03-26
5128,2016-11-12,2016-11-19,男,北京,北京,CN,12,11424,2018-05-08
61187,2018-01-18,2018-01-21,男,上海,,CN,11,12953,2019-03-20
57048,2013-04-17,2013-04-19,男,上海,上海,CN,6,5639,2019-03-26
26857,2014-01-05,2014-02-19,男,沈阳,辽宁,CN,11,9812,2019-03-21
43548,2018-03-01,2018-04-01,男,广州,广东,CN,11,11797,2018-12-06
9776,2011-08-20,2013-01-04,女,北京,北京,CN,6,13063,2019-03-22
19702,2016-07-19,2016-09-28,男,南京,江苏,CN,17,15346,2018-10-13
7580,2015-07-16,2015-07-16,女,沈阳,辽宁,CN,16,10195,2019-03-24
13723,2015-08-19,2015-08-19,男,北京,,CN,10,9703,2018-09-29
56376,2010-08-31,2010-09-01,男,海口,海南,CN,10,10301,2018-12-24
40744,2015-05-22,2017-09-18,男,长春,吉林,CN,9,9829,2018-11-20
36426,2017-09-11,2017-10-07,女,广州,广东,CN,9,13254,2019-01-13
7716,2017-05-27,2017-05-27,男,Mapo-gu,Seoul,KR,19,13223,2019-01-31
885,2011-11-10,2011-11-10,女,北京,北京,CN,7,8386,2018-08-30
12157,2015-12-11,2016-02-03,男,重庆,重庆,CN,5,12254,2019-02-17
4921,2016-07-18,2016-07-18,男,深圳,广东,CN,6,9904,2019-03-27
54905,2011-09-04,2011-09-04,女,广州,广东,CN,5,9835,2018-10-29
51784,2017-12-01,2017-12-28,男,郑州市,河南省,CN,12,8629,2018-12-23
21141,2013-04-15,2013-04-15,男,揭阳,广东,CN,16,11884,2019-01-27
38402,2012-06-23,2015-08-16,男,深圳,广东,CN,12,13332,2019-02-16
8315,2016-01-01,2017-02-24,女,乌鲁木齐,新疆,CN,7,12576,2019-03-07
52796,2014-12-24,2014-12-26,男,北京市,,CN,10,13982,2019-01-09
22303,2014-09-21,2014-09-21,男,,,CN,11,14212,2019-02-10
62715,2013-09-09,2013-09-09,男,上海,上海,CN,7,9850,2019-02-05
28920,2017-12-21,2017-12-21,男,KLANG,SELANGOR DARUL EHSAN,MY,4,11572,2019-02-02
9641,2011-04-20,2013-08-05,女,深圳,广东,CN,4,8308,2018-08-13
42736,2017-05-30,2017-05-30,男,北京,北京,CN,8,9759,2019-03-21
19505,2014-10-20,2015-06-06,男,东莞市,广东,CN,9,13664,2018-12-02
48876,2014-04-18,2014-09-18,女,武汉,湖北,CN,16,12538,2019-03-22
21829,2013-11-20,2017-11-10,女,大连,辽宁,CN,8,9278,2018-08-10
40579,2015-06-25,2015-06-25,女,,,CN,11,9759,2019-02-03
48220,2014-11-05,2014-11-21,男,湛江,广东,CN,6,11574,2019-03-07
8730,2013-10-14,2013-10-14,女,沈阳,辽宁,CN,6,13355,2018-11-03
57446,2014-03-25,2014-03-28,男,北京,北京,CN,8,11857,2018-11-07
39942,2014-03-28,2014-04-26,男,深圳,广东,CN,9,11334,2019-03-20
6524,2017-05-27,2017-05-27,男,郑州,河南,CN,6,11644,2018-11-18
38622,2012-11-06,2012-11-06,男,贵阳,贵州,CN,8,13105,2019-01-21
50125,2016-09-04,2016-09-04,男,宜昌,湖北,CN,12,10473,2019-01-26
13633,2015-03-27,2015-03-28,男,广州,广东,CN,7,11712,2018-08-30
640,2011-04-15,2014-11-06,男,北京,北京,CN,9,13684,2019-01-24
40243,2015-09-23,2015-10-12,女,广州,广东,CN,6,10455,2018-11-13
2339,2010-09-29,2010-09-29,男,珠海,广东,CN,10,12167,2019-03-04
5795,2017-03-21,2017-03-24,男,佛山,广东,CN,8,12630,2019-03-16
39005,2013-05-31,2017-10-07,女,广州,广东,CN,6,11077,2018-05-27
12561,2013-12-15,2014-06-08,男,佛山,广东,CN,6,11987,2019-01-13
55857,2017-08-09,2017-11-27,男,杭州,浙江,CN,6,10300,2018-12-27
29858,2013-02-20,2013-11-27,女,东莞,广东,CN,6,12534,2019-01-02
16512,2018-03-02,2018-03-02,女,ph,bulacan,CN,11,12940,2019-03-07
20823,2012-10-07,2013-04-26,男,北京,北京,CN,5,9028,2018-12-29
33876,2017-09-30,2018-02-22,女,广州市,广东,CN,13,17504,2019-01-13
31441,2016-03-16,2016-04-05,男,香港,,CN,10,12348,2018-11-07
48028,2012-12-29,2012-12-29,男,北京,北京,CN,12,9036,2019-01-22
54272,2016-02-01,2017-05-14,女,郑州,河南,CN,13,10153,2019-03-30
2317,2010-09-05,2010-11-15,男,广州,广东,CN,10,14534,2018-10-25
25553,2018-03-17,2018-03-17,男,成都,四川,CN,2,15048,2018-11-22
55865,2017-07-21,2017-07-21,男,佛山,广东,CN,9,10544,2018-09-29
40665,2016-06-23,2016-06-23,女,北京,北京,CN,8,11950,2018-11-15
62400,2016-09-30,2016-09-30,女,深圳,广东,CN,7,9485,2018-09-08
17893,2013-06-12,2013-06-12,男,沈阳,辽宁,CN,10,10654,2019-01-18
31442,2015-02-09,2015-02-09,男,福州,福建,CN,4,11930,2018-11-25
28896,2017-12-19,2018-04-28,男,北京,北京,CN,8,8764,2019-03-20
49129,2015-09-16,2015-09-16,男,台北,,TW,10,11523,2019-01-19
504,2018-03-26,2018-06-04,男,德庆,广东,CN,7,12511,2018-12-30
27761,2011-05-26,2012-01-08,男,北京,北京,CN,7,10928,2018-07-22
7412,2018-02-16,2018-02-16,男,北京,北京,CN,6,11802,2018-07-14
51853,2017-10-27,2017-10-27,男,上海,上海,CN,7,9049,2019-01-31
8110,2015-10-07,2015-10-09,男,上海,上海,CN,8,8913,2018-10-07
54098,2016-09-18,2018-08-02,男,南京,江苏,CN,10,15216,2019-03-13
61962,2017-07-30,2017-07-30,男,太原,山西,CN,8,8846,2019-01-29
47141,2010-02-09,2010-06-26,男,青州,山东,CN,10,11312,2019-02-17
62987,2013-11-01,2013-11-18,男,深圳,广西,CN,6,13380,2018-11-19
50687,2017-07-03,2017-07-08,女,长沙,湖南,CN,14,12432,2019-03-30
28257,2012-07-03,2016-08-05,男,深圳,广东,CN,16,12347,2019-03-09
227,2016-02-04,2016-02-22,男,东莞,广东,CN,10,16064,2019-01-18
20983,2012-12-08,2012-12-08,女,郑州,河南,CN,12,8280,2018-06-07
2046,2010-01-07,2010-03-17,男,广州市,广东省,CN,9,14881,2019-02-24
42464,2017-04-26,2017-04-26,女,北京,北京,CN,7,10599,2019-01-26
61370,2018-01-25,2018-01-25,女,广州,广东,CN,7,12763,2018-08-02
58846,2016-02-11,2016-02-11,男,北京,北京,CN,11,12221,2018-12-21
766,2011-07-24,2011-07-24,女,北京,北京,CN,4,10075,2018-11-27
50745,2016-11-10,2016-11-10,男,广州,广东,CN,16,10408,2019-01-19
59979,2017-02-16,2017-02-21,男,和田,新疆,CN,9,15395,2018-07-14
20216,2010-03-09,2010-03-10,女,北京,北京,CN,6,9749,2018-09-28
56660,2012-10-08,2012-10-12,男,广州,广东,CN,6,9676,2018-09-30
34383,2018-02-27,2018-03-05,男,,,CN,5,8583,2019-01-06
24855,2017-09-28,2017-09-28,男,乌鲁木齐,新疆,CN,5,15916,2018-07-26
11107,2010-04-01,2010-06-16,男,,,CN,5,7554,2018-09-07
49499,2016-02-03,2016-02-05,男,广州,广东,CN,9,10538,2019-01-12
3158,2013-04-06,2014-06-19,女,广州市,广东,CN,7,10243,2018-10-27
25368,2017-11-04,2017-11-04,男,.,北京,CN,9,10359,2018-12-26
3322,2013-11-09,2018-10-19,女,益阳,湖南,CN,4,11209,2019-03-17
60038,2017-02-06,2018-10-17,男,湘阴,湖南,CN,4,11209,2019-03-17
24437,2017-02-21,2017-02-22,男,库尔勒,新疆,CN,9,12086,2018-09-06
60600,2017-06-14,2017-08-26,男,上海,上海,CN,8,12262,2018-12-06
25462,2018-02-18,2018-03-01,女,北京,北京,CN,6,11912,2018-08-20
19876,2017-07-15,2017-07-16,男,汕头市,广东,CN,12,13457,2019-01-04
28075,2012-02-18,2012-03-24,女,顺德,广东,CN,10,13433,2019-03-02
51322,2017-04-21,2017-04-21,女,乌鲁木齐,新疆,CN,5,13626,2018-10-13
22641,2017-11-04,2017-11-04,男,上海,上海,CN,14,11177,2019-03-10
45906,2011-09-25,2011-09-25,女,广州,广东,CN,4,11606,2018-10-20
23632,2017-01-17,2017-01-17,男,上海,上海,CN,11,10656,2019-01-05
45381,2017-03-29,2017-12-15,男,佛山,广东,CN,10,12413,2019-03-24
39737,2013-11-16,2013-11-21,男,广州,广东,CN,5,9835,2019-01-10
60610,2017-04-15,2017-04-15,男,北京,北京,CN,8,15736,2018-04-17
60344,2017-03-05,2017-03-06,男,TORONTO,ONTARIO,CN,13,12697,2018-09-03
26768,2013-03-29,2013-03-29,男,长春,吉林,CN,7,10804,2018-12-31
24004,2017-02-20,2017-03-14,男,上海市,上海市,CN,11,10975,2018-06-03
42095,2017-01-06,2017-01-06,男,深圳,广东,CN,11,15424,2018-10-12
25436,2017-12-09,2017-12-09,男,牙克石市,内蒙古,CN,6,11544,2019-03-21
51713,2017-06-27,2017-06-27,女,公主岭,吉林,CN,2,9060,2018-09-06
17126,2016-12-08,2017-04-19,男,本溪,辽宁,CN,8,7480,2018-12-12
9919,2011-12-10,2013-03-05,男,.,北京,CN,3,5498,2018-09-17
58262,2014-10-10,2015-01-29,男,上海,上海,CN,12,10346,2018-11-17
12499,2014-01-06,2014-01-06,男,广州,广东,CN,15,12571,2018-12-29
15737,2017-08-05,2017-08-05,男,武汉,湖北,CN,11,11385,2019-01-02
23162,2016-04-14,2016-04-14,女,北京,北京,CN,5,8285,2018-05-23
